date,滋賀県,京都府,大阪府,兵庫県,奈良県,和歌山県,鳥取県,島根県,岡山県,広島県,山口県,徳島県,香川県,愛媛県,高知県,福岡県,佐賀県,長崎県,熊本県,大分県,宮崎県,鹿児島県,沖縄県,北海道,青森県,岩手県,宮城県,秋田県,山形県,福島県,茨城県,栃木県,群馬県,埼玉県,千葉県,東京都,神奈川県,新潟県,富山県,石川県,福井県,山梨県,長野県,岐阜県,静岡県,愛知県,三重県
2020-02-13,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1
2020-02-13,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1
2020-02-13,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1
2020-02-13,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,1
2020-02-14,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,1
2020-02-14,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,1
2020-02-14,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,1
2020-02-14,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,1
2020-02-14,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,1,1
2020-02-14,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,1,1
2020-02-14,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,1,1
2020-02-14,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,1,1
2020-02-14,0,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,1,1
2020-02-15,0,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,1,1
2020-02-15,0,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,1,1
2020-02-15,0,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0,0,0,0,0,0,0,1,1
2020-02-15,0,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0,0,0,0,0,0,0,2,1
2020-02-16,0,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0,0,0,0,0,0,0,3,1
2020-02-16,0,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,4,0,0,0,0,0,0,0,0,3,1
2020-02-16,0,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,4,0,0,0,0,0,0,0,0,3,1
2020-02-16,0,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,4,0,0,0,0,0,0,0,0,3,1
2020-02-17,0,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,4,0,0,0,0,0,0,0,0,3,1
2020-02-17,0,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,3,1
2020-02-17,0,2,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,3,1
2020-02-17,0,2,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,3,1
2020-02-17,0,2,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,3,1
2020-02-17,0,2,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,4,1
2020-02-18,0,2,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,4,1
2020-02-18,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,4,1
2020-02-18,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,8,4,0,0,0,0,0,0,0,0,4,1
2020-02-18,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,9,4,0,0,0,0,0,0,0,0,4,1
2020-02-18,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,4,0,0,0,0,0,0,0,0,4,1
2020-02-18,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,4,0,0,0,0,0,0,0,0,5,1
2020-02-18,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,5,0,0,0,0,0,0,0,0,5,1
2020-02-18,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,6,0,0,0,0,0,0,0,0,5,1
2020-02-19,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,7,0,0,0,0,0,0,0,0,5,1
2020-02-19,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,7,0,0,0,0,0,0,0,0,5,1
2020-02-19,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,7,0,0,0,0,0,0,0,0,5,1
2020-02-19,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,10,7,0,0,0,0,0,0,0,0,5,1
2020-02-19,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,11,7,0,0,0,0,0,0,0,0,5,1
2020-02-19,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,12,7,0,0,0,0,0,0,0,0,5,1
2020-02-19,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,13,7,0,0,0,0,0,0,0,0,5,1
2020-02-19,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,13,7,0,0,0,0,0,0,0,0,6,1
2020-02-20,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,13,7,0,0,0,0,0,0,0,0,6,1
2020-02-20,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,13,7,0,0,0,0,0,0,0,0,6,1
2020-02-20,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,13,7,0,0,0,0,0,0,0,0,6,1
2020-02-20,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,13,7,0,0,0,0,0,0,0,0,6,1
2020-02-20,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,14,7,0,0,0,0,0,0,0,0,6,1
2020-02-20,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,14,7,0,0,0,0,0,0,0,0,6,1
2020-02-20,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,14,7,0,0,0,0,0,0,0,0,7,1
2020-02-20,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,14,8,0,0,0,0,0,0,0,0,7,1
2020-02-20,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,14,8,0,0,0,0,0,0,0,0,7,1
2020-02-21,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,14,8,0,0,0,0,0,0,0,0,7,1
2020-02-21,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,14,8,0,0,0,0,0,0,0,0,7,1
2020-02-21,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,14,8,0,0,0,0,0,0,0,0,7,1
2020-02-21,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,14,8,0,0,1,0,0,0,0,0,7,1
2020-02-21,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,15,8,0,0,1,0,0,0,0,0,7,1
2020-02-21,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,16,8,0,0,1,0,0,0,0,0,7,1
2020-02-21,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,17,8,0,0,1,0,0,0,0,0,7,1
2020-02-21,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,17,8,0,0,1,0,0,0,0,0,7,1
2020-02-21,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,17,9,0,0,1,0,0,0,0,0,7,1
2020-02-21,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,17,9,0,0,1,0,0,0,0,0,8,1
2020-02-21,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,17,9,0,0,1,0,0,0,0,0,9,1
2020-02-22,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,17,9,0,0,1,0,0,0,0,0,9,1
2020-02-22,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,17,9,0,0,1,0,0,0,0,0,9,1
2020-02-21,0,2,1,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,17,9,0,0,1,0,0,0,0,0,9,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,17,9,0,0,1,0,0,0,0,0,9,1
2020-02-21,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,5,17,9,0,0,1,0,0,0,0,0,9,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6,17,9,0,0,1,0,0,0,0,0,9,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6,17,9,0,0,1,0,0,0,0,0,9,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6,17,9,0,0,1,0,0,0,0,0,9,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6,17,9,0,0,1,0,0,0,0,0,9,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6,17,9,0,0,1,0,0,0,0,0,9,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6,17,9,0,0,1,0,0,0,0,0,9,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6,17,9,0,0,1,0,0,0,0,0,9,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6,17,9,0,0,1,0,0,0,0,0,9,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6,17,9,0,0,1,0,0,0,0,0,9,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6,18,9,0,0,1,0,0,0,0,0,9,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6,18,9,0,0,1,0,0,0,0,0,10,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6,18,9,0,0,1,0,0,0,0,0,11,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6,18,9,0,0,1,0,0,0,0,0,12,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6,18,9,0,0,1,0,0,0,0,0,13,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,6,18,9,0,0,1,0,0,0,0,0,13,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,6,18,10,0,0,1,0,0,0,0,0,13,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,6,18,10,0,0,1,0,0,0,0,0,13,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,6,18,10,0,0,1,0,0,0,0,0,13,1
2020-02-23,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,6,18,10,0,0,1,0,0,0,0,0,14,1
2020-02-23,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,6,18,10,0,0,1,0,0,0,0,0,15,1
2020-02-23,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,18,10,0,0,1,0,0,0,0,0,15,1
2020-02-23,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,18,10,0,0,1,0,0,0,0,0,15,1
2020-02-23,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,18,10,0,0,1,0,0,0,0,0,15,1
2020-02-23,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,18,10,0,0,1,0,0,0,0,0,15,1
2020-02-23,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,18,10,0,0,1,0,0,0,0,0,15,1
2020-02-23,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,18,10,0,0,1,0,0,0,0,0,15,1
2020-02-23,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,18,10,0,0,1,0,0,0,0,0,15,1
2020-02-23,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,18,10,0,0,1,0,0,0,0,0,15,1
2020-02-23,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,18,10,0,0,1,0,0,0,0,0,15,1
2020-02-24,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,19,10,0,0,1,0,0,0,0,0,15,1
2020-02-24,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,20,10,0,0,1,0,0,0,0,0,15,1
2020-02-24,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,20,10,0,0,2,0,0,0,0,0,15,1
2020-02-24,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,20,10,0,0,2,0,0,0,0,0,15,1
2020-02-24,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,20,10,0,0,2,0,0,0,0,0,15,1
2020-02-24,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,20,10,0,0,2,0,0,0,0,0,15,1
2020-02-24,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,20,10,0,0,2,0,0,0,0,0,15,1
2020-02-24,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,20,11,0,0,2,0,0,0,0,0,15,1
2020-02-24,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,21,11,0,0,2,0,0,0,0,0,15,1
2020-02-24,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,22,11,0,0,2,0,0,0,0,0,15,1
2020-02-24,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,23,11,0,0,2,0,0,0,0,0,15,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,23,12,0,0,2,0,0,0,0,0,15,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,23,13,0,0,2,0,0,0,0,0,15,1
2020-02-22,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,23,14,0,0,2,0,0,0,0,0,15,1
2020-02-25,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,23,14,0,0,2,0,0,1,0,0,15,1
2020-02-25,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,23,14,0,0,2,0,0,1,0,0,15,1
2020-02-25,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,23,14,0,0,2,0,0,1,0,0,15,1
2020-02-25,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,23,14,0,0,2,0,0,1,0,0,15,1
2020-02-25,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,23,14,0,0,3,0,0,1,0,0,15,1
2020-02-25,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,7,23,14,0,0,3,0,0,1,0,0,16,1
